"Longitude","Latitude","Rain","Temp"
143.30303030303,-38.7070707070707,534.69387755102,3
143.707070707071,-38.7070707070707,554.081632653061,3
146.131313131313,-38.7070707070707,670.408163265306,3
142.89898989899,-38.4141414141414,515.30612244898,3.73469387755102
143.30303030303,-38.4141414141414,534.69387755102,3.73469387755102
143.707070707071,-38.4141414141414,554.081632653061,3.73469387755102
144.111111111111,-38.4141414141414,573.469387755102,3.73469387755102
144.919191919192,-38.4141414141414,612.244897959184,3.73469387755102
145.727272727273,-38.4141414141414,651.020408163265,3.73469387755102
146.131313131313,-38.4141414141414,670.408163265306,3.73469387755102
146.535353535354,-38.4141414141414,689.795918367347,3.73469387755102
146.939393939394,-38.4141414141414,709.183673469388,3.73469387755102
141.282828282828,-38.1212121212121,437.755102040816,3.73469387755102
141.686868686869,-38.1212121212121,457.142857142857,3.73469387755102
142.090909090909,-38.1212121212121,476.530612244898,3.73469387755102
142.494949494949,-38.1212121212121,495.918367346939,3.73469387755102
142.89898989899,-38.1212121212121,515.30612244898,3.73469387755102
143.30303030303,-38.1212121212121,534.69387755102,3.73469387755102
143.707070707071,-38.1212121212121,554.081632653061,3.73469387755102
144.111111111111,-38.1212121212121,573.469387755102,3.73469387755102
145.323232323232,-38.1212121212121,631.632653061224,3.73469387755102
145.727272727273,-38.1212121212121,651.020408163265,3.73469387755102
146.131313131313,-38.1212121212121,670.408163265306,3.73469387755102
146.535353535354,-38.1212121212121,689.795918367347,3.73469387755102
146.939393939394,-38.1212121212121,709.183673469388,3.73469387755102
147.343434343434,-38.1212121212121,728.571428571429,3.73469387755102
140.474747474747,-37.8282828282828,398.979591836735,4.46938775510204
140.878787878788,-37.8282828282828,418.367346938776,4.46938775510204
141.282828282828,-37.8282828282828,437.755102040816,4.46938775510204
141.686868686869,-37.8282828282828,457.142857142857,4.46938775510204
142.090909090909,-37.8282828282828,476.530612244898,4.46938775510204
142.494949494949,-37.8282828282828,495.918367346939,4.46938775510204
142.89898989899,-37.8282828282828,515.30612244898,4.46938775510204
143.30303030303,-37.8282828282828,534.69387755102,4.46938775510204
143.707070707071,-37.8282828282828,554.081632653061,4.46938775510204
144.111111111111,-37.8282828282828,573.469387755102,4.46938775510204
144.515151515152,-37.8282828282828,592.857142857143,4.46938775510204
144.919191919192,-37.8282828282828,612.244897959184,4.46938775510204
145.323232323232,-37.8282828282828,631.632653061224,4.46938775510204
145.727272727273,-37.8282828282828,651.020408163265,4.46938775510204
146.131313131313,-37.8282828282828,670.408163265306,4.46938775510204
146.535353535354,-37.8282828282828,689.795918367347,4.46938775510204
146.939393939394,-37.8282828282828,709.183673469388,4.46938775510204
147.343434343434,-37.8282828282828,728.571428571429,4.46938775510204
147.747474747475,-37.8282828282828,747.959183673469,4.46938775510204
148.151515151515,-37.8282828282828,767.34693877551,4.46938775510204
140.474747474747,-37.5353535353535,398.979591836735,4.46938775510204
140.878787878788,-37.5353535353535,418.367346938776,4.46938775510204
141.282828282828,-37.5353535353535,437.755102040816,4.46938775510204
141.686868686869,-37.5353535353535,457.142857142857,4.46938775510204
142.090909090909,-37.5353535353535,476.530612244898,4.46938775510204
142.494949494949,-37.5353535353535,495.918367346939,4.46938775510204
142.89898989899,-37.5353535353535,515.30612244898,4.46938775510204
143.30303030303,-37.5353535353535,534.69387755102,4.46938775510204
143.707070707071,-37.5353535353535,554.081632653061,4.46938775510204
144.111111111111,-37.5353535353535,573.469387755102,4.46938775510204
144.515151515152,-37.5353535353535,592.857142857143,4.46938775510204
144.919191919192,-37.5353535353535,612.244897959184,4.46938775510204
145.323232323232,-37.5353535353535,631.632653061224,4.46938775510204
145.727272727273,-37.5353535353535,651.020408163265,4.46938775510204
146.131313131313,-37.5353535353535,670.408163265306,4.46938775510204
146.535353535354,-37.5353535353535,689.795918367347,4.46938775510204
146.939393939394,-37.5353535353535,709.183673469388,4.46938775510204
147.343434343434,-37.5353535353535,728.571428571429,4.46938775510204
147.747474747475,-37.5353535353535,747.959183673469,4.46938775510204
148.151515151515,-37.5353535353535,767.34693877551,4.46938775510204
148.555555555556,-37.5353535353535,786.734693877551,4.46938775510204
148.959595959596,-37.5353535353535,806.122448979592,4.46938775510204
149.363636363636,-37.5353535353535,825.510204081633,4.46938775510204
149.767676767677,-37.5353535353535,844.897959183673,4.46938775510204
140.070707070707,-37.2424242424242,379.591836734694,5.20408163265306
140.474747474747,-37.2424242424242,398.979591836735,5.20408163265306
140.878787878788,-37.2424242424242,418.367346938776,5.20408163265306
